trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
CNS2014-CNS_MUL-Weekday-00-4165878,05:50:00,05:50:00,750337,1,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,05:50:00,05:50:00,750000,2,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,05:52:00,05:52:00,750001,3,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,05:54:00,05:54:00,750002,4,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,05:55:00,05:55:00,750003,5,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,05:57:00,05:57:00,750004,6,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,05:59:00,05:59:00,750005,7,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,06:00:00,06:00:00,750006,8,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,06:01:00,06:01:00,750007,9,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,06:02:00,06:02:00,750008,10,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,06:03:00,06:03:00,750009,11,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,06:04:00,06:04:00,750010,12,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,06:05:00,06:05:00,750011,13,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,06:05:00,06:05:00,750012,14,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,06:09:00,06:09:00,750015,15,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,06:11:00,06:11:00,750041,16,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,06:12:00,06:12:00,750042,17,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,06:15:00,06:15:00,750047,18,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,06:18:00,06:18:00,750052,19,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,06:22:00,06:22:00,750053,20,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,06:36:00,06:36:00,750103,21,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,06:36:00,06:36:00,750104,22,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,06:37:00,06:37:00,750105,23,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,06:37:00,06:37:00,750106,24,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,06:38:00,06:38:00,750107,25,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,06:39:00,06:39:00,750108,26,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,06:40:00,06:40:00,750109,27,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,06:40:00,06:40:00,750110,28,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,06:41:00,06:41:00,750111,29,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,06:42:00,06:42:00,750112,30,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,06:43:00,06:43:00,750115,31,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,06:45:00,06:45:00,750118,32,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,06:47:00,06:47:00,750119,33,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,06:47:00,06:47:00,750120,34,0,0
CNS2014-CNS_MUL-Weekday-00-4165878,06:50:00,06:50:00,750449,35,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,06:20:00,06:20:00,750337,1,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,06:20:00,06:20:00,750000,2,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,06:22:00,06:22:00,750001,3,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,06:24:00,06:24:00,750002,4,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,06:25:00,06:25:00,750003,5,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,06:27:00,06:27:00,750004,6,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,06:29:00,06:29:00,750005,7,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,06:30:00,06:30:00,750006,8,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,06:31:00,06:31:00,750007,9,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,06:32:00,06:32:00,750008,10,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,06:33:00,06:33:00,750009,11,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,06:34:00,06:34:00,750010,12,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,06:35:00,06:35:00,750011,13,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,06:35:00,06:35:00,750012,14,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,06:39:00,06:39:00,750015,15,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,06:41:00,06:41:00,750041,16,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,06:42:00,06:42:00,750042,17,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,06:45:00,06:45:00,750047,18,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,06:48:00,06:48:00,750052,19,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,06:52:00,06:52:00,750053,20,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,07:06:00,07:06:00,750103,21,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,07:06:00,07:06:00,750104,22,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,07:07:00,07:07:00,750105,23,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,07:07:00,07:07:00,750106,24,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,07:08:00,07:08:00,750107,25,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,07:09:00,07:09:00,750108,26,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,07:10:00,07:10:00,750109,27,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,07:10:00,07:10:00,750110,28,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,07:11:00,07:11:00,750111,29,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,07:12:00,07:12:00,750112,30,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,07:13:00,07:13:00,750115,31,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,07:15:00,07:15:00,750118,32,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,07:17:00,07:17:00,750119,33,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,07:17:00,07:17:00,750120,34,0,0
CNS2014-CNS_MUL-Weekday-00-4165879,07:20:00,07:20:00,750449,35,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,06:50:00,06:50:00,750337,1,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,06:50:00,06:50:00,750000,2,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,06:52:00,06:52:00,750001,3,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,06:54:00,06:54:00,750002,4,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,06:55:00,06:55:00,750003,5,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,06:57:00,06:57:00,750004,6,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,06:59:00,06:59:00,750005,7,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,07:00:00,07:00:00,750006,8,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,07:01:00,07:01:00,750007,9,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,07:02:00,07:02:00,750008,10,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,07:03:00,07:03:00,750009,11,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,07:04:00,07:04:00,750010,12,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,07:05:00,07:05:00,750011,13,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,07:05:00,07:05:00,750012,14,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,07:09:00,07:09:00,750015,15,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,07:11:00,07:11:00,750041,16,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,07:12:00,07:12:00,750042,17,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,07:15:00,07:15:00,750047,18,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,07:18:00,07:18:00,750052,19,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,07:22:00,07:22:00,750053,20,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,07:36:00,07:36:00,750103,21,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,07:36:00,07:36:00,750104,22,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,07:37:00,07:37:00,750105,23,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,07:37:00,07:37:00,750106,24,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,07:38:00,07:38:00,750107,25,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,07:39:00,07:39:00,750108,26,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,07:40:00,07:40:00,750109,27,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,07:40:00,07:40:00,750110,28,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,07:41:00,07:41:00,750111,29,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,07:42:00,07:42:00,750112,30,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,07:43:00,07:43:00,750115,31,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,07:45:00,07:45:00,750118,32,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,07:47:00,07:47:00,750119,33,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,07:47:00,07:47:00,750120,34,0,0
CNS2014-CNS_MUL-Weekday-00-4165880,07:50:00,07:50:00,750449,35,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,07:15:00,07:15:00,750337,1,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,07:16:00,07:16:00,750000,2,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,07:17:00,07:17:00,750001,3,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,07:19:00,07:19:00,750002,4,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,07:20:00,07:20:00,750003,5,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,07:23:00,07:23:00,750004,6,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,07:25:00,07:25:00,750005,7,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,07:26:00,07:26:00,750006,8,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,07:27:00,07:27:00,750007,9,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,07:28:00,07:28:00,750008,10,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,07:30:00,07:30:00,750009,11,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,07:30:00,07:30:00,750010,12,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,07:32:00,07:32:00,750011,13,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,07:32:00,07:32:00,750012,14,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,07:37:00,07:37:00,750015,15,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,07:40:00,07:40:00,750041,16,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,07:42:00,07:42:00,750042,17,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,07:45:00,07:45:00,750047,18,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,07:48:00,07:48:00,750052,19,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,07:52:00,07:52:00,750053,20,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,08:06:00,08:06:00,750103,21,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,08:06:00,08:06:00,750104,22,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,08:07:00,08:07:00,750105,23,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,08:07:00,08:07:00,750106,24,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,08:08:00,08:08:00,750107,25,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,08:09:00,08:09:00,750108,26,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,08:10:00,08:10:00,750109,27,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,08:10:00,08:10:00,750110,28,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,08:11:00,08:11:00,750111,29,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,08:12:00,08:12:00,750112,30,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,08:13:00,08:13:00,750115,31,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,08:15:00,08:15:00,750118,32,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,08:17:00,08:17:00,750119,33,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,08:17:00,08:17:00,750120,34,0,0
CNS2014-CNS_MUL-Weekday-00-4165881,08:20:00,08:20:00,750449,35,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,07:45:00,07:45:00,750337,1,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,07:46:00,07:46:00,750000,2,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,07:47:00,07:47:00,750001,3,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,07:49:00,07:49:00,750002,4,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,07:50:00,07:50:00,750003,5,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,07:53:00,07:53:00,750004,6,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,07:55:00,07:55:00,750005,7,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,07:56:00,07:56:00,750006,8,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,07:57:00,07:57:00,750007,9,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,07:58:00,07:58:00,750008,10,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,08:00:00,08:00:00,750009,11,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,08:00:00,08:00:00,750010,12,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,08:02:00,08:02:00,750011,13,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,08:02:00,08:02:00,750012,14,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,08:07:00,08:07:00,750015,15,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,08:10:00,08:10:00,750041,16,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,08:12:00,08:12:00,750042,17,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,08:15:00,08:15:00,750047,18,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,08:18:00,08:18:00,750052,19,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,08:22:00,08:22:00,750053,20,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,08:36:00,08:36:00,750103,21,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,08:36:00,08:36:00,750104,22,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,08:37:00,08:37:00,750105,23,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,08:37:00,08:37:00,750106,24,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,08:38:00,08:38:00,750107,25,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,08:39:00,08:39:00,750108,26,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,08:40:00,08:40:00,750109,27,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,08:40:00,08:40:00,750110,28,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,08:41:00,08:41:00,750111,29,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,08:42:00,08:42:00,750112,30,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,08:43:00,08:43:00,750115,31,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,08:45:00,08:45:00,750118,32,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,08:47:00,08:47:00,750119,33,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,08:47:00,08:47:00,750120,34,0,0
CNS2014-CNS_MUL-Weekday-00-4165882,08:50:00,08:50:00,750449,35,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,08:15:00,08:15:00,750337,1,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,08:16:00,08:16:00,750000,2,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,08:17:00,08:17:00,750001,3,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,08:19:00,08:19:00,750002,4,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,08:20:00,08:20:00,750003,5,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,08:23:00,08:23:00,750004,6,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,08:25:00,08:25:00,750005,7,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,08:26:00,08:26:00,750006,8,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,08:27:00,08:27:00,750007,9,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,08:28:00,08:28:00,750008,10,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,08:30:00,08:30:00,750009,11,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,08:30:00,08:30:00,750010,12,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,08:32:00,08:32:00,750011,13,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,08:32:00,08:32:00,750012,14,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,08:37:00,08:37:00,750015,15,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,08:40:00,08:40:00,750041,16,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,08:42:00,08:42:00,750042,17,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,08:45:00,08:45:00,750047,18,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,08:48:00,08:48:00,750052,19,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,08:52:00,08:52:00,750053,20,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,09:06:00,09:06:00,750103,21,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,09:06:00,09:06:00,750104,22,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,09:07:00,09:07:00,750105,23,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,09:07:00,09:07:00,750106,24,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,09:08:00,09:08:00,750107,25,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,09:09:00,09:09:00,750108,26,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,09:10:00,09:10:00,750109,27,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,09:10:00,09:10:00,750110,28,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,09:11:00,09:11:00,750111,29,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,09:12:00,09:12:00,750112,30,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,09:13:00,09:13:00,750115,31,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,09:15:00,09:15:00,750118,32,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,09:17:00,09:17:00,750119,33,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,09:17:00,09:17:00,750120,34,0,0
CNS2014-CNS_MUL-Weekday-00-4165883,09:20:00,09:20:00,750449,35,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,08:50:00,08:50:00,750337,1,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,08:50:00,08:50:00,750000,2,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,08:52:00,08:52:00,750001,3,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,08:54:00,08:54:00,750002,4,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,08:55:00,08:55:00,750003,5,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,08:57:00,08:57:00,750004,6,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,08:59:00,08:59:00,750005,7,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,09:00:00,09:00:00,750006,8,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,09:01:00,09:01:00,750007,9,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,09:02:00,09:02:00,750008,10,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,09:03:00,09:03:00,750009,11,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,09:04:00,09:04:00,750010,12,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,09:05:00,09:05:00,750011,13,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,09:05:00,09:05:00,750012,14,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,09:09:00,09:09:00,750015,15,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,09:11:00,09:11:00,750041,16,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,09:12:00,09:12:00,750042,17,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,09:15:00,09:15:00,750047,18,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,09:18:00,09:18:00,750052,19,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,09:22:00,09:22:00,750053,20,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,09:36:00,09:36:00,750103,21,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,09:36:00,09:36:00,750104,22,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,09:37:00,09:37:00,750105,23,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,09:37:00,09:37:00,750106,24,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,09:38:00,09:38:00,750107,25,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,09:39:00,09:39:00,750108,26,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,09:40:00,09:40:00,750109,27,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,09:40:00,09:40:00,750110,28,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,09:41:00,09:41:00,750111,29,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,09:42:00,09:42:00,750112,30,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,09:43:00,09:43:00,750115,31,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,09:45:00,09:45:00,750118,32,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,09:47:00,09:47:00,750119,33,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,09:47:00,09:47:00,750120,34,0,0
CNS2014-CNS_MUL-Weekday-00-4165884,09:50:00,09:50:00,750449,35,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,09:20:00,09:20:00,750337,1,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,09:20:00,09:20:00,750000,2,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,09:22:00,09:22:00,750001,3,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,09:24:00,09:24:00,750002,4,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,09:25:00,09:25:00,750003,5,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,09:27:00,09:27:00,750004,6,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,09:29:00,09:29:00,750005,7,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,09:30:00,09:30:00,750006,8,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,09:31:00,09:31:00,750007,9,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,09:32:00,09:32:00,750008,10,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,09:33:00,09:33:00,750009,11,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,09:34:00,09:34:00,750010,12,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,09:35:00,09:35:00,750011,13,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,09:35:00,09:35:00,750012,14,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,09:39:00,09:39:00,750015,15,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,09:41:00,09:41:00,750041,16,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,09:42:00,09:42:00,750042,17,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,09:45:00,09:45:00,750047,18,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,09:48:00,09:48:00,750052,19,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,09:52:00,09:52:00,750053,20,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,10:06:00,10:06:00,750103,21,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,10:06:00,10:06:00,750104,22,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,10:07:00,10:07:00,750105,23,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,10:07:00,10:07:00,750106,24,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,10:08:00,10:08:00,750107,25,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,10:09:00,10:09:00,750108,26,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,10:10:00,10:10:00,750109,27,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,10:10:00,10:10:00,750110,28,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,10:11:00,10:11:00,750111,29,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,10:12:00,10:12:00,750112,30,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,10:13:00,10:13:00,750115,31,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,10:15:00,10:15:00,750118,32,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,10:17:00,10:17:00,750119,33,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,10:17:00,10:17:00,750120,34,0,0
CNS2014-CNS_MUL-Weekday-00-4165885,10:20:00,10:20:00,750449,35,0,0
CNS2014-CNS_MUL-Weekday-00-4165886,09:50:00,09:50:00,750337,1,0,0
CNS2014-CNS_MUL-Weekday-00-4165886,09:50:00,09:50:00,750000,2,0,0
CNS2014-CNS_MUL-Weekday-00-4165886,09:52:00,09:52:00,750001,3,0,0
CNS2014-CNS_MUL-Weekday-00-4165886,09:54:00,09:54:00,750002,4,0,0
CNS2014-CNS_MUL-Weekday-00-4165886,09:55:00,09:55:00,750003,5,0,0
CNS2014-CNS_MUL-Weekday-00-4165886,09:57:00,09:57:00,750004,6,0,0
CNS2014-CNS_MUL-Weekday-00-4165886,09:59:00,09:59:00,750005,7,0,0
CNS2014-CNS_MUL-Weekday-00-4165886,10:00:00,10:00:00,750006,8,0,0
CNS2014-CNS_MUL-Weekday-00-4165886,10:01:00,10:01:00,750007,9,0,0
CNS2014-CNS_MUL-Weekday-00-4165886,10:02:00,10:02:00,750008,10,0,0
CNS2014-CNS_MUL-Weekday-00-4165886,10:03:00,10:03:00,750009,11,0,0
CNS2014-CNS_MUL-Weekday-00-4165886,10:04:00,10:04:00,750010,12,0,0
CNS2014-CNS_MUL-Weekday-00-4165886,10:05:00,10:05:00,750011,13,0,0
CNS2014-CNS_MUL-Weekday-00-4165886,10:05:00,10:05:00,750012,14,0,0
CNS2014-CNS_MUL-Weekday-00-4165886,10:09:00,10:09:00,750015,15,0,0
CNS2014-CNS_MUL-Weekday-00-4165886,10:11:00,10:11:00,750041,16,0,0
CNS2014-CNS_MUL-Weekday-00-4165886,10:12:00,10:12:00,750042,17,0,0
CNS2014-CNS_MUL-Weekday-00-4165886,10:15:00,10:15:00,750047,18,0,0
CNS2014-CNS_MUL-Weekday-00-4165886,10:18:00,10:18:00,750052,19,0,0
CNS2014-CNS_MUL-Weekday-00-4165886,10:22:00,10:22:00,750053,20,0,0
CNS2014-CNS_MUL-Weekday-00-4165886,10:36:00,10:36:00,750103,21,0,0
CNS2014-CNS_MUL-Weekday-00-4165886,10:36:00,10:36:00,750104,22,0,0
CNS2014-CNS_MUL-Weekday-00-4165886,10:37:00,10:37:00,750105,23,0,0
