route_id,00:00:00,01:00:00,02:00:00,03:00:00,04:00:00,05:00:00,06:00:00,07:00:00,08:00:00,09:00:00,10:00:00,11:00:00,12:00:00,13:00:00,14:00:00,15:00:00,16:00:00,17:00:00,18:00:00,19:00:00,20:00:00,21:00:00,22:00:00,23:00:00
110-275-0,,,,,,9.14830508474576,9.14830508474576,9.14830508474576,9.14830508474576,9.14830508474576,9.14830508474576,9.14830508474576,9.14830508474576,9.14830508474576,9.14830508474576,9.14830508474576,9.14830508474576,9.14830508474576,9.643011260433033,10.379807692307686,10.379807692307686,10.379807692307686,10.379807692307686,10.379807692307692
110-275-1,10.036858974358974,,,,,,,8.9985632183908,8.998563218390808,8.998563218390808,8.998563218390808,8.998563218390808,8.998563218390808,8.998563218390808,8.998563218390808,8.998563218390808,8.998563218390808,8.998563218390808,9.177579728040492,9.944566018272921,10.03685897435898,10.03685897435898,10.03685897435898,10.03685897435898
110N-275-0,8.546153846153846,8.546153846153851,8.546153846153851,8.546153846153851,8.54615384615385,,,,,,,,,,,,,,,,,,,
110N-275-1,14.177884615384613,14.17788461538461,14.17788461538461,14.17788461538461,14.17788461538461,14.177884615384611,,,,,,,,,,,,,,,,,,
111-275-0,,,,,,,9.286559139784954,9.286559139784957,9.286559139784957,9.286559139784957,9.286559139784957,9.286559139784957,9.286559139784957,9.286559139784957,9.286559139784957,9.286559139784957,9.286559139784957,9.286559139784957,9.629096157236038,10.281547619047627,10.281547619047627,10.281547619047627,10.281547619047627,10.281547619047622
111-275-1,10.123511904761902,,,,,,,9.293715846994536,9.293715846994548,9.293715846994548,9.293715846994548,9.293715846994548,9.293715846994548,9.293715846994548,9.293715846994548,9.293715846994548,9.293715846994548,9.293715846994548,9.327723882148947,9.901092342886125,10.123511904761903,10.123511904761903,10.123511904761903,10.123511904761903
112-275-1,,,,,,,,14.211904761904762,11.053703703703707,11.053703703703707,11.053703703703707,11.053703703703707,11.053703703703707,11.053703703703707,11.053703703703707,11.053703703703707,11.053703703703707,11.053703703703707,11.053703703703707,11.053703703703707,11.053703703703707,11.053703703703707,10.544316436251922,
113-275-0,,,,,,,10.808771929824557,10.023250713994285,9.55193798449612,,,,,,,,,,,,,,,
113-275-1,,,,,,,,,,,,,,,,,10.837837837837835,10.837837837837835,10.837837837837835,,,,,
120-275-0,,,,,,9.373469387755106,9.37346938775511,9.37346938775511,9.37346938775511,9.37346938775511,9.37346938775511,9.37346938775511,9.37346938775511,9.37346938775511,9.37346938775511,9.37346938775511,9.37346938775511,9.37346938775511,9.37346938775511,9.37346938775511,9.37346938775511,9.37346938775511,9.373469387755106,
120-275-1,,,,,,,,9.589115646258504,9.589115646258504,9.589115646258504,9.589115646258504,9.589115646258504,9.589115646258504,9.589115646258504,9.589115646258504,9.589115646258504,9.589115646258504,9.589115646258504,9.589115646258504,9.589115646258504,9.589115646258504,9.589115646258504,,
120N-275-1,,,,,,,,,,,,,,,,,,,,,,,13.413605442176886,13.413605442176886
121-275-0,,,,,,,8.692708333333334,8.692708333333334,8.692708333333334,8.692708333333334,8.692708333333334,8.692708333333334,8.692708333333334,8.692708333333334,8.692708333333334,8.692708333333334,8.692708333333334,8.692708333333334,8.692708333333334,8.692708333333334,8.692708333333334,,,
121-275-1,,,,,,,9.013020833333334,9.013020833333334,9.013020833333334,9.013020833333334,9.013020833333334,9.013020833333334,9.013020833333334,9.013020833333334,9.013020833333334,9.013020833333334,9.013020833333334,9.013020833333334,9.013020833333334,9.013020833333334,9.013020833333334,9.013020833333334,9.013020833333334,
122-275-0,,,,,,,,9.439285714285717,9.439285714285717,9.439285714285717,9.439285714285717,9.439285714285717,9.439285714285717,9.439285714285717,9.439285714285717,9.439285714285717,9.439285714285717,9.439285714285704,9.439285714285717,9.439285714285717,9.439285714285717,9.439285714285717,,
122-275-1,,,,,,,10.089285714285706,10.089285714285703,10.089285714285703,10.089285714285717,10.089285714285717,10.089285714285717,10.089285714285717,10.089285714285717,10.089285714285717,10.089285714285717,10.089285714285717,10.089285714285717,10.089285714285717,10.089285714285717,10.089285714285717,,,
123-275-0,,,,,,,7.795526315789481,7.535208333333329,7.547413194444445,7.555,7.555,7.555,7.555,7.555,7.555,7.555,7.555,7.555,7.555,8.139722222222234,8.41193469785575,8.59607843137255,8.59607843137255,
123-275-1,8.139523809523808,,,,,,8.09561403508772,7.505263157894735,7.505263157894735,7.505263157894735,7.505263157894735,7.505263157894735,7.505263157894735,7.505263157894735,7.505263157894735,7.505263157894735,7.505263157894735,7.505263157894735,7.505263157894735,8.111581225791742,8.139523809523808,8.139523809523808,8.139523809523808,8.139523809523808
130-275-0,,,,,,,5.9994444444444435,5.9994444444444435,5.9994444444444435,5.9994444444444435,5.9994444444444435,5.9994444444444435,5.9994444444444435,5.9994444444444435,5.9994444444444435,5.9994444444444435,5.9994444444444435,5.9994444444444435,5.9994444444444435,5.9994444444444435,5.9994444444444435,5.9994444444444435,,
130-275-1,,,,,,,6.0793103448275865,6.079310344827587,6.079310344827587,6.079310344827587,6.079310344827587,6.079310344827587,6.079310344827587,6.079310344827587,6.079310344827587,6.079310344827587,6.079310344827587,6.079310344827587,6.079310344827587,6.079310344827587,6.079310344827587,6.079310344827587,6.079310344827587,6.0793103448275865
131-275-0,,,,,,,6.831111111111112,6.831111111111112,6.831111111111112,6.831111111111112,6.831111111111112,6.831111111111112,6.831111111111112,6.831111111111112,6.831111111111112,6.831111111111112,6.831111111111112,6.831111111111112,6.831111111111112,6.831111111111112,6.831111111111112,6.831111111111112,6.831111111111111,
131-275-1,,,,,,,,6.865517241379314,6.865517241379314,6.865517241379314,6.865517241379314,6.865517241379314,6.865517241379314,6.865517241379314,6.865517241379314,6.865517241379314,6.865517241379314,6.865517241379314,6.865517241379314,6.865517241379314,6.865517241379314,6.865517241379314,6.865517241379314,
131N-275-1,,,,,,,,,,,,,,,,,,,,,,,,4.854597701149426
133-275-0,,,,,,,6.631578947368418,6.631578947368418,6.631578947368418,6.631578947368418,6.631578947368418,6.631578947368418,6.631578947368418,6.631578947368418,6.631578947368418,6.631578947368418,6.631578947368418,6.631578947368418,6.631578947368418,7.411764705882349,7.411764705882349,7.411764705882349,7.411764705882349,7.411764705882349
