statistic,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_duration,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_distance,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_trip_starts,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_num_vehicles,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed,mean_daily_speed
2000-01-01 07:00:00,1.9666666666666668,1.1666666666666665,,,2.066666666666667,0.6666666666666666,0.08333333333333333,0.8,,0.8166666666666668,0.8166666666666668,,1.0666666666666669,0.5333333333333333,0.4666666666666666,0.9333333333333333,1.333333333333333,1.2666666666666664,0.49999999999999994,0.4833333333333333,0.49999999999999994,0.4833333333333333,,0.6333333333333333,0.5833333333333333,1.7666666666666668,0.9999999999999999,,1.2166666666666668,1.2666666666666666,1.766666666666667,0.49999999999999994,1.6,1.4000000000000001,,,1.0,1.0,,,64.77,37.793965517241375,,,69.092,22.304918032786887,4.263571428571429,28.86696205630355,,27.557999999999993,28.192000000000004,,33.38000000000001,17.305,15.858000000000002,33.9,36.169,34.224000000000004,10.799000000000001,10.578,12.296,11.946,,15.120000000000001,15.918736842105263,45.162,27.614716981132073,,25.085105263157892,25.469999999999995,46.93600000000001,13.574150943396228,33.644,30.459999999999997,,,32.038,33.29099999999999,,,2.0,2.0,,,2.0,2.0,1.0,1.0,,1.0,1.0,,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,2.0,2.0,,,1.0,1.0,,,1.9666666666666668,1.4,,,2.066666666666667,1.1428571428571428,1.0,1.0,,1.0,1.0,,1.0666666666666667,1.0,1.0,1.0,1.3333333333333333,1.3166666666666667,1.0,1.0,1.0,1.0,,1.0,1.0,1.7666666666666666,1.3333333333333333,,1.2166666666666666,1.2666666666666666,1.7666666666666666,1.0,1.5999999999999996,1.4000000000000001,,,1.0,1.0,,,32.93389830508474,32.394827586206894,,,33.431612903225805,33.45737704918033,51.16285714285715,36.08370257037944,,33.744489795918355,34.520816326530614,,31.293750000000003,32.446875,33.98142857142858,36.32142857142857,27.126750000000005,27.018947368421063,21.598000000000006,21.88551724137931,24.592000000000002,24.71586206896552,,23.873684210526317,27.28926315789474,25.56339622641509,27.614716981132077,,20.6178947368421,20.107894736842102,26.56754716981132,27.14830188679246,21.027499999999996,21.757142857142853,,,32.038,33.29099999999999,,
2000-01-01 08:00:00,1.9666666666666668,1.9333333333333336,,,2.066666666666667,2.0333333333333337,0.6,0.21666666666666667,,0.8166666666666668,0.8166666666666668,,1.0666666666666669,0.5333333333333333,0.4666666666666666,0.9333333333333333,1.333333333333333,1.2666666666666664,0.49999999999999994,0.4833333333333333,0.49999999999999994,0.4833333333333333,,0.6333333333333333,0.6333333333333333,1.7666666666666668,1.7666666666666666,,1.2666666666666666,1.2666666666666666,1.766666666666667,1.7666666666666668,1.6,1.4000000000000001,,,2.0,1.0,,,64.77,62.62999999999999,,,69.092,68.02999999999999,23.876000000000005,7.450511627906976,,27.557999999999993,28.192000000000004,,33.38000000000001,17.305,15.858000000000002,33.9,36.22758333333333,34.224000000000004,10.799000000000001,10.578,12.296,11.946,,15.120000000000001,15.83,45.162,48.78600000000001,,26.115999999999996,25.469999999999995,46.93600000000001,47.961999999999996,33.644,30.459999999999997,,,64.076,33.29099999999999,,,2.0,2.0,,,2.0,2.0,2.0,,,1.0,1.0,,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,1.0,,,1.9666666666666668,1.9333333333333333,,,2.066666666666667,2.033333333333333,1.0,1.0,,1.0,1.0,,1.0666666666666667,1.0,1.0,1.0,1.3333333333333333,1.3166666666666667,1.0,1.0,1.0,1.0,,1.0,1.0,1.7666666666666666,1.7666666666666666,,1.2666666666666666,1.2666666666666666,1.7666666666666666,1.7666666666666668,1.5999999999999996,1.4000000000000001,,,2.0,1.0,,,32.93389830508474,32.39482758620689,,,33.431612903225805,33.457377049180316,39.793333333333344,34.38697674418604,,33.744489795918355,34.520816326530614,,31.293750000000003,32.446875,33.98142857142858,36.32142857142857,27.170687500000003,27.018947368421063,21.598000000000006,21.88551724137931,24.592000000000002,24.71586206896552,,23.873684210526317,24.994736842105265,25.56339622641509,27.61471698113208,,20.617894736842103,20.107894736842102,26.56754716981132,27.14830188679245,21.027499999999996,21.757142857142853,,,32.038,33.29099999999999,,
2000-01-01 09:00:00,1.9666666666666668,1.9333333333333336,,,2.066666666666667,2.0333333333333337,0.6,,,0.8166666666666668,0.8166666666666668,,0.8333333333333335,0.5333333333333333,0.4666666666666666,0.4666666666666666,1.333333333333333,1.2666666666666664,0.49999999999999994,0.4833333333333333,0.49999999999999994,0.4833333333333333,,0.6333333333333333,0.6333333333333333,1.7666666666666668,1.2666666666666664,,1.2666666666666666,1.2666666666666666,1.766666666666667,1.2666666666666666,1.6,1.4000000000000001,,,1.0,1.0,,,64.77,62.62999999999999,,,69.092,68.02999999999999,23.876000000000005,,,27.557999999999993,28.192000000000004,,26.078125000000007,17.305,15.858000000000002,16.95,36.264,34.224000000000004,10.799000000000001,10.578,12.296,11.946,,15.120000000000001,15.83,45.162,34.97864150943396,,26.115999999999996,25.469999999999995,46.93600000000001,34.38784905660377,33.644,30.459999999999997,,,32.038,33.29099999999999,,,2.0,2.0,,,2.0,2.0,2.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,,2.0,2.0,2.0,1.0,2.0,2.0,,,1.0,1.0,,,1.9666666666666668,1.9333333333333333,,,2.066666666666667,2.033333333333333,1.0,,,1.0,1.0,,1.04,1.0,1.0,1.0,1.3333333333333333,1.3166666666666667,1.0,1.0,1.0,1.0,,1.0,1.0,1.7666666666666666,1.2666666666666666,,1.2666666666666666,1.2666666666666666,1.7666666666666666,1.4181818181818182,1.5999999999999996,1.4000000000000001,,,1.0,1.0,,,32.93389830508474,32.39482758620689,,,33.431612903225805,33.457377049180316,39.793333333333344,,,33.744489795918355,34.520816326530614,,31.293750000000003,32.446875,33.98142857142858,36.32142857142858,27.198000000000008,27.018947368421063,21.598000000000006,21.88551724137931,24.592000000000002,24.71586206896552,,23.873684210526317,24.994736842105265,25.56339622641509,27.614716981132084,,20.617894736842103,20.107894736842102,26.56754716981132,27.148301886792453,21.027499999999996,21.757142857142853,,,32.038,33.29099999999999,,
2000-01-01 10:00:00,1.9666666666666668,1.9333333333333336,,,2.066666666666667,2.0333333333333337,0.6,,,0.8166666666666668,0.8166666666666668,,0.5333333333333333,0.5333333333333333,0.4666666666666666,0.4666666666666666,1.333333333333333,1.2666666666666664,0.49999999999999994,0.4833333333333333,0.49999999999999994,0.4833333333333333,,0.6333333333333333,0.6333333333333333,1.2333333333333332,0.8833333333333334,,1.2666666666666666,1.2666666666666666,1.2333333333333332,0.8833333333333334,1.6,1.4000000000000001,,,1.0,1.0,,,64.77,62.62999999999999,,,69.092,68.02999999999999,23.876000000000005,,,27.557999999999993,28.192000000000004,,16.69,17.305,15.858000000000002,16.95,36.264,34.224000000000004,10.799000000000001,10.578,12.296,11.946,,15.120000000000001,15.83,31.528188679245282,24.393000000000004,,26.115999999999996,25.469999999999995,32.76664150943397,23.980999999999998,33.644,30.459999999999997,,,32.038,33.29099999999999,,,2.0,2.0,,,2.0,2.0,2.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,2.0,2.0,,,1.0,1.0,,,1.9666666666666668,1.9333333333333333,,,2.066666666666667,2.033333333333333,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.3333333333333333,1.3166666666666667,1.0,1.0,1.0,1.0,,1.0,1.0,1.2333333333333332,1.0,,1.2666666666666666,1.2666666666666666,1.3499999999999999,1.0,1.5999999999999996,1.4000000000000001,,,1.0,1.0,,,32.93389830508474,32.39482758620689,,,33.431612903225805,33.457377049180316,39.793333333333344,,,33.744489795918355,34.520816326530614,,31.293750000000003,32.446875,33.98142857142858,36.32142857142858,27.198000000000008,27.018947368421063,21.598000000000006,21.88551724137931,24.592000000000002,24.71586206896552,,23.873684210526317,24.994736842105265,25.563396226415097,27.614716981132077,,20.617894736842103,20.107894736842102,26.567547169811327,27.14830188679245,21.027499999999996,21.757142857142853,,,32.038,33.29099999999999,,
2000-01-01 11:00:00,1.9666666666666668,1.9333333333333336,,,2.066666666666667,2.0333333333333337,0.6,,,0.8166666666666668,0.8166666666666668,,0.5333333333333333,0.5333333333333333,0.4666666666666666,0.4666666666666666,1.333333333333333,1.2666666666666664,0.49999999999999994,0.4833333333333333,0.49999999999999994,0.4833333333333333,,0.6333333333333333,0.6333333333333333,0.8833333333333334,0.8833333333333334,,1.2666666666666666,1.2666666666666666,0.8833333333333334,0.8833333333333334,1.6,1.4000000000000001,,,1.0,1.0,,,64.77,62.62999999999999,,,69.092,68.02999999999999,23.876000000000005,,,27.557999999999993,28.192000000000004,,16.69,17.305,15.858000000000002,16.95,36.264,34.224000000000004,10.799000000000001,10.578,12.296,11.946,,15.120000000000001,15.83,22.581,24.393000000000004,,26.115999999999996,25.469999999999995,23.468,23.980999999999998,33.644,30.459999999999997,,,32.038,33.29099999999999,,,2.0,2.0,,,2.0,2.0,2.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,2.0,2.0,,,1.0,1.0,,,1.9666666666666668,1.9333333333333333,,,2.066666666666667,2.033333333333333,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.3333333333333333,1.3166666666666667,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.2666666666666666,1.2666666666666666,1.0,1.0,1.5999999999999996,1.4000000000000001,,,1.0,1.0,,,32.93389830508474,32.39482758620689,,,33.431612903225805,33.457377049180316,39.793333333333344,,,33.744489795918355,34.520816326530614,,31.293750000000003,32.446875,33.98142857142858,36.32142857142858,27.198000000000008,27.018947368421063,21.598000000000006,21.88551724137931,24.592000000000002,24.71586206896552,,23.873684210526317,24.994736842105265,25.56339622641509,27.614716981132077,,20.617894736842103,20.107894736842102,26.56754716981132,27.14830188679245,21.027499999999996,21.757142857142853,,,32.038,33.29099999999999,,
2000-01-01 12:00:00,1.9666666666666668,1.9333333333333336,,,2.066666666666667,2.0333333333333337,0.6,,,0.8166666666666668,0.8166666666666668,,0.5333333333333333,0.5333333333333333,0.4666666666666666,0.4666666666666666,1.333333333333333,1.2666666666666664,0.49999999999999994,0.4833333333333333,0.49999999999999994,0.4833333333333333,,0.6333333333333333,0.6333333333333333,0.8833333333333334,0.8833333333333334,,1.2666666666666666,1.2666666666666666,0.8833333333333334,0.8833333333333334,1.6,1.4000000000000001,,,1.0,1.0,,,64.77,62.62999999999999,,,69.092,68.02999999999999,23.876000000000005,,,27.557999999999993,28.192000000000004,,16.69,17.305,15.858000000000002,16.95,36.264,34.224000000000004,10.799000000000001,10.578,12.296,11.946,,15.120000000000001,15.83,22.581,24.393000000000004,,26.115999999999996,25.469999999999995,23.468,23.980999999999998,33.644,30.459999999999997,,,32.038,33.29099999999999,,,2.0,2.0,,,2.0,2.0,2.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,2.0,2.0,,,1.0,1.0,,,1.9666666666666668,1.9333333333333333,,,2.066666666666667,2.033333333333333,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.3333333333333333,1.3166666666666667,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.2666666666666666,1.2666666666666666,1.0,1.0,1.5999999999999996,1.4000000000000001,,,1.0,1.0,,,32.93389830508474,32.39482758620689,,,33.431612903225805,33.457377049180316,39.793333333333344,,,33.744489795918355,34.520816326530614,,31.293750000000003,32.446875,33.98142857142858,36.32142857142858,27.198000000000008,27.018947368421063,21.598000000000006,21.88551724137931,24.592000000000002,24.71586206896552,,23.873684210526317,24.994736842105265,25.56339622641509,27.614716981132077,,20.617894736842103,20.107894736842102,26.56754716981132,27.14830188679245,21.027499999999996,21.757142857142853,,,32.038,33.29099999999999,,
2000-01-01 13:00:00,1.9666666666666668,1.9333333333333336,,,2.066666666666667,2.0333333333333337,0.6,,,0.8166666666666668,0.8166666666666668,,0.5333333333333333,0.5333333333333333,0.4666666666666666,0.4666666666666666,1.333333333333333,1.2666666666666664,0.49999999999999994,0.4833333333333333,0.49999999999999994,0.4833333333333333,,0.6333333333333333,0.6333333333333333,0.8833333333333334,0.8833333333333334,,1.2666666666666666,1.2666666666666666,0.8833333333333334,0.8833333333333334,1.6,1.4000000000000001,,,1.0,1.0,,,64.77,62.62999999999999,,,69.092,68.02999999999999,23.876000000000005,,,27.557999999999993,28.192000000000004,,16.69,17.305,15.858000000000002,16.95,36.264,34.224000000000004,10.799000000000001,10.578,12.296,11.946,,15.120000000000001,15.83,22.581,24.393000000000004,,26.115999999999996,25.469999999999995,23.468,23.980999999999998,33.644,30.459999999999997,,,32.038,33.29099999999999,,,2.0,2.0,,,2.0,2.0,2.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,2.0,2.0,,,1.0,1.0,,,1.9666666666666668,1.9333333333333333,,,2.066666666666667,2.033333333333333,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.3333333333333333,1.3166666666666667,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.2666666666666666,1.2666666666666666,1.0,1.0,1.5999999999999996,1.4000000000000001,,,1.0,1.0,,,32.93389830508474,32.39482758620689,,,33.431612903225805,33.457377049180316,39.793333333333344,,,33.744489795918355,34.520816326530614,,31.293750000000003,32.446875,33.98142857142858,36.32142857142858,27.198000000000008,27.018947368421063,21.598000000000006,21.88551724137931,24.592000000000002,24.71586206896552,,23.873684210526317,24.994736842105265,25.56339622641509,27.614716981132077,,20.617894736842103,20.107894736842102,26.56754716981132,27.14830188679245,21.027499999999996,21.757142857142853,,,32.038,33.29099999999999,,
2000-01-01 14:00:00,1.9666666666666668,1.9333333333333336,,,2.066666666666667,2.0333333333333337,0.6,,,0.8166666666666668,0.8166666666666668,,0.5333333333333333,0.5333333333333333,0.4666666666666666,0.4666666666666666,1.333333333333333,1.2666666666666664,0.49999999999999994,0.4833333333333333,0.49999999999999994,0.4833333333333333,,0.6333333333333333,0.6333333333333333,0.8833333333333334,1.3833333333333335,,1.2666666666666666,1.2666666666666666,0.8833333333333334,1.383333333333333,1.6,1.4000000000000001,,,1.0,1.0,,,64.77,62.62999999999999,,,69.092,68.02999999999999,23.876000000000005,,,27.557999999999993,28.192000000000004,,16.69,17.305,15.858000000000002,16.95,36.264,34.224000000000004,10.799000000000001,10.578,12.296,11.946,,15.120000000000001,15.83,22.581,38.200358490566046,,26.115999999999996,25.469999999999995,23.468,37.55515094339623,33.644,30.459999999999997,,,32.038,33.29099999999999,,,2.0,2.0,,,2.0,2.0,2.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,,2.0,2.0,1.0,2.0,2.0,2.0,,,1.0,1.0,,,1.9666666666666668,1.9333333333333333,,,2.066666666666667,2.033333333333333,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.3333333333333333,1.3166666666666667,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.3833333333333335,,1.2666666666666666,1.2666666666666666,1.0,1.3833333333333335,1.5999999999999996,1.4000000000000001,,,1.0,1.0,,,32.93389830508474,32.39482758620689,,,33.431612903225805,33.457377049180316,39.793333333333344,,,33.744489795918355,34.520816326530614,,31.293750000000003,32.446875,33.98142857142858,36.32142857142858,27.198000000000008,27.018947368421063,21.598000000000006,21.88551724137931,24.592000000000002,24.71586206896552,,23.873684210526317,24.994736842105265,25.56339622641509,27.614716981132077,,20.617894736842103,20.107894736842102,26.56754716981132,27.14830188679246,21.027499999999996,21.757142857142853,,,32.038,33.29099999999999,,
2000-01-01 15:00:00,1.9666666666666668,1.9333333333333336,,,2.066666666666667,2.0333333333333337,0.6,,,0.8166666666666668,0.8166666666666668,,0.5333333333333333,0.5333333333333333,0.4666666666666666,0.4666666666666666,1.333333333333333,1.2666666666666664,0.49999999999999994,0.4833333333333333,0.49999999999999994,0.4833333333333333,,0.6333333333333333,0.6333333333333333,1.416666666666667,1.7666666666666666,,1.2666666666666666,1.2666666666666666,1.4166666666666667,1.7666666666666668,1.6,1.4000000000000001,,,1.0,1.0,,,64.77,62.62999999999999,,,69.092,68.02999999999999,23.876000000000005,,,27.557999999999993,28.192000000000004,,16.69,17.305,15.858000000000002,16.95,36.264,34.224000000000004,10.799000000000001,10.578,12.296,11.946,,15.120000000000001,15.83,36.21481132075472,48.78600000000001,,26.115999999999996,25.469999999999995,37.63735849056604,47.961999999999996,33.644,30.459999999999997,,,32.038,33.29099999999999,,,2.0,2.0,,,2.0,2.0,2.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,1.0,,,1.9666666666666668,1.9333333333333333,,,2.066666666666667,2.033333333333333,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.3333333333333333,1.3166666666666667,1.0,1.0,1.0,1.0,,1.0,1.0,1.4166666666666667,1.7666666666666666,,1.2666666666666666,1.2666666666666666,1.4166666666666667,1.7666666666666668,1.5999999999999996,1.4000000000000001,,,1.0,1.0,,,32.93389830508474,32.39482758620689,,,33.431612903225805,33.457377049180316,39.793333333333344,,,33.744489795918355,34.520816326530614,,31.293750000000003,32.446875,33.98142857142858,36.32142857142858,27.198000000000008,27.018947368421063,21.598000000000006,21.88551724137931,24.592000000000002,24.71586206896552,,23.873684210526317,24.994736842105265,25.56339622641509,27.61471698113208,,20.617894736842103,20.107894736842102,26.56754716981132,27.14830188679245,21.027499999999996,21.757142857142853,,,32.038,33.29099999999999,,
2000-01-01 16:00:00,1.9666666666666668,1.9333333333333336,,,2.066666666666667,2.0333333333333337,0.6,,0.6166666666666666,0.8166666666666668,0.8166666666666668,,0.5333333333333333,0.5333333333333333,0.4666666666666666,0.4666666666666666,1.333333333333333,1.2666666666666664,0.49999999999999994,0.4833333333333333,0.49999999999999994,0.4833333333333333,,0.6333333333333333,0.6333333333333333,1.7666666666666668,1.7666666666666666,,1.2666666666666666,1.2666666666666666,1.766666666666667,1.7666666666666668,1.6,1.4000000000000001,,,1.0,1.0833333333333335,,,64.77,62.62999999999999,,,69.092,68.02999999999999,23.876000000000005,,24.060000000000006,27.557999999999993,28.192000000000004,,16.69,17.305,15.858000000000002,16.95,36.264,34.224000000000004,10.799000000000001,10.578,12.296,11.946,,15.120000000000001,15.83,45.162,48.78600000000001,,26.115999999999996,25.469999999999995,46.93600000000001,47.961999999999996,33.644,30.459999999999997,,,32.038,36.06524999999999,,,2.0,2.0,,,2.0,2.0,2.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,2.0,,,1.9666666666666668,1.9333333333333333,,,2.066666666666667,2.033333333333333,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.3333333333333333,1.3166666666666667,1.0,1.0,1.0,1.0,,1.0,1.0,1.7666666666666666,1.7666666666666666,,1.2666666666666666,1.2666666666666666,1.7666666666666666,1.7666666666666668,1.5999999999999996,1.4000000000000001,,,1.0,1.0833333333333333,,,32.93389830508474,32.39482758620689,,,33.431612903225805,33.457377049180316,39.793333333333344,,39.01621621621623,33.744489795918355,34.520816326530614,,31.293750000000003,32.446875,33.98142857142858,36.32142857142858,27.198000000000008,27.018947368421063,21.598000000000006,21.88551724137931,24.592000000000002,24.71586206896552,,23.873684210526317,24.994736842105265,25.56339622641509,27.61471698113208,,20.617894736842103,20.107894736842102,26.56754716981132,27.14830188679245,21.027499999999996,21.757142857142853,,,32.038,33.29099999999999,,
2000-01-01 17:00:00,1.9666666666666668,1.9333333333333336,,,2.066666666666667,2.0333333333333337,0.6,,0.6166666666666666,0.8166666666666668,0.8166666666666668,,0.5333333333333333,1.0666666666666669,0.9000000000000001,0.4666666666666666,1.333333333333333,1.2666666666666664,0.49999999999999994,0.4833333333333333,0.49999999999999994,0.4833333333333333,,0.6333333333333333,0.6333333333333333,1.7666666666666668,1.7666666666666666,,1.2666666666666666,1.2666666666666666,1.766666666666667,1.7666666666666668,1.6,1.4000000000000001,,,1.0,1.9166666666666667,,,64.77,62.62999999999999,,,69.092,68.02999999999999,23.876000000000005,,24.060000000000006,27.557999999999993,28.192000000000004,,16.69,34.61,30.58328571428572,16.95,36.264,34.224000000000004,10.799000000000001,10.578,12.296,11.946,,15.120000000000001,15.83,45.162,48.78600000000001,,26.115999999999996,25.469999999999995,46.93600000000001,47.961999999999996,33.644,30.459999999999997,,,32.038,63.807749999999984,,,2.0,2.0,,,2.0,2.0,2.0,,1.0,1.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,1.0,,,1.9666666666666668,1.9333333333333333,,,2.066666666666667,2.033333333333333,1.0,,1.0,1.0,1.0,,1.0,1.0666666666666667,1.0,1.0,1.3333333333333333,1.3166666666666667,1.0,1.0,1.0,1.0,,1.0,1.0,1.7666666666666666,1.7666666666666666,,1.2666666666666666,1.2666666666666666,1.7666666666666666,1.7666666666666668,1.5999999999999996,1.4000000000000001,,,1.0,1.9166666666666667,,,32.93389830508474,32.39482758620689,,,33.431612903225805,33.457377049180316,39.793333333333344,,39.01621621621623,33.744489795918355,34.520816326530614,,31.293750000000003,32.44687499999999,33.98142857142857,36.32142857142858,27.198000000000008,27.018947368421063,21.598000000000006,21.88551724137931,24.592000000000002,24.71586206896552,,23.873684210526317,24.994736842105265,25.56339622641509,27.61471698113208,,20.617894736842103,20.107894736842102,26.56754716981132,27.14830188679245,21.027499999999996,21.757142857142853,,,32.038,33.29099999999999,,
