stop_id,direction_id,min_start_time,max_end_time,mean_daily_num_vehicles,max_headway,mean_headway
750316,0,06:32:00,22:26:00,18.0,3600.0,3300.0
750316,1,,,0.0,,
750317,0,06:34:00,22:28:00,18.0,3600.0,3300.0
750317,1,,,0.0,,
750318,0,06:36:00,22:30:00,18.0,3600.0,3300.0
750318,1,,,0.0,,
750319,0,06:37:00,22:31:00,18.0,3600.0,3300.0
750319,1,,,0.0,,
750320,0,06:37:00,22:31:00,18.0,3600.0,3300.0
750320,1,,,0.0,,
750321,0,06:41:00,22:35:00,18.0,3600.0,3300.0
750321,1,,,0.0,,
750322,0,06:42:00,22:36:00,18.0,3600.0,3300.0
750322,1,,,0.0,,
750323,0,05:47:00,22:47:00,39.0,3540.0,1382.0
750323,1,,,0.0,,
750324,0,05:54:00,22:54:00,25.0,3600.0,2435.0
750324,1,,,0.0,,
750325,0,05:56:00,22:56:00,25.0,3600.0,2435.0
750325,1,,,0.0,,
750326,0,05:57:00,22:57:00,25.0,3600.0,2435.0
750326,1,,,0.0,,
750327,0,05:58:00,22:58:00,25.0,3600.0,2435.0
750327,1,,,0.0,,
750328,0,05:58:00,22:58:00,25.0,3600.0,2435.0
750328,1,,,0.0,,
750329,0,06:00:00,23:00:00,39.0,3240.0,1394.0
750329,1,,,0.0,,
750330,0,06:11:00,23:09:00,85.0,1560.0,591.0
750330,1,,,0.0,,
750331,0,06:11:00,23:09:00,85.0,1620.0,592.0
750331,1,,,0.0,,
750332,0,06:14:00,23:12:00,113.0,1260.0,444.0
750332,1,,,0.0,,
750333,0,06:40:00,21:40:00,16.0,3600.0,3600.0
750333,1,07:01:00,24:00:00,18.0,3600.0,3600.0
750334,0,,,0.0,,
750334,1,07:05:00,24:04:00,18.0,3600.0,3600.0
750335,0,07:12:00,21:12:00,16.0,3600.0,3300.0
750335,1,07:21:00,19:21:00,13.0,3600.0,3600.0
750336,0,07:19:00,21:19:00,16.0,3600.0,3300.0
750336,1,07:24:00,19:24:00,13.0,3600.0,3600.0
750337,0,05:51:00,27:50:00,30.8,1800.0,1778.0
750337,1,,,0.0,,
750338,0,,,0.0,,
750338,1,08:08:00,29:32:00,30.0,1800.0,1800.0
750339,0,,,0.0,,
750339,1,08:03:00,23:57:00,29.0,1800.0,1800.0
750342,0,,,0.0,,
750342,1,07:56:00,23:50:00,29.0,1800.0,1800.0
750343,0,,,0.0,,
750343,1,07:55:00,23:49:00,29.0,1800.0,1800.0
750344,0,,,0.0,,
750344,1,07:54:00,23:48:00,29.0,1800.0,1800.0
750345,0,,,0.0,,
750345,1,07:53:00,23:47:00,29.0,1800.0,1800.0
750346,0,,,0.0,,
750346,1,08:02:00,24:12:00,29.0,1800.0,1800.0
750347,0,06:25:00,23:01:00,29.0,1800.0,1800.0
750347,1,,,0.0,,
750348,0,06:25:00,23:01:00,29.0,1800.0,1800.0
750348,1,,,0.0,,
750349,0,,,0.0,,
750349,1,08:05:00,24:15:00,29.0,1800.0,1800.0
750350,0,,,0.0,,
750350,1,08:08:00,24:18:00,29.0,1800.0,1800.0
750351,0,06:20:00,22:56:00,29.0,3960.0,1898.0
750351,1,,,0.0,,
750352,0,,,0.0,,
750352,1,08:10:00,24:20:00,29.0,1800.0,1800.0
750353,0,06:18:00,22:54:00,29.0,3960.0,1898.0
750353,1,,,0.0,,
750354,0,06:17:00,22:53:00,29.0,3960.0,1898.0
750354,1,,,0.0,,
750355,0,06:16:00,22:52:00,29.0,3960.0,1898.0
750355,1,,,0.0,,
750356,0,,,0.0,,
750356,1,08:12:00,24:22:00,29.0,1800.0,1800.0
750357,0,06:14:00,22:50:00,29.0,3960.0,1898.0
750357,1,,,0.0,,
750358,0,,,0.0,,
750358,1,08:20:00,24:30:00,29.0,1800.0,1800.0
750359,0,06:05:00,22:41:00,29.0,3960.0,1898.0
750359,1,,,0.0,,
750360,0,06:04:00,22:40:00,29.0,3960.0,1898.0
750360,1,,,0.0,,
750361,0,06:04:00,22:40:00,29.0,3960.0,1898.0
750361,1,,,0.0,,
750362,0,,,0.0,,
750362,1,07:49:00,21:49:00,15.0,3600.0,3600.0
750363,0,07:29:00,21:29:00,16.0,3600.0,3300.0
750363,1,08:00:00,22:00:00,15.0,3600.0,3600.0
750364,0,07:22:00,21:22:00,16.0,3600.0,3300.0
750364,1,,,0.0,,
750365,0,06:36:00,19:37:00,14.0,3660.0,3605.0
750365,1,06:28:00,19:58:00,17.0,3600.0,3185.0
750366,0,07:14:00,21:14:00,16.0,3600.0,3300.0
750366,1,06:29:00,19:59:00,17.0,3600.0,3185.0
750367,0,,,0.0,,
750367,1,06:38:00,21:56:00,34.0,2880.0,1634.0
750368,0,,,0.0,,
750368,1,06:40:00,24:15:00,52.0,2400.0,1118.0
750369,0,,,0.0,,
750369,1,06:44:00,22:02:00,34.0,2880.0,1551.0
750370,0,,,0.0,,
750370,1,06:55:00,21:55:00,30.0,2160.0,1740.0
750371,0,,,0.0,,
750371,1,06:48:00,21:48:00,17.0,3600.0,3300.0
750372,0,,,0.0,,
750372,1,06:48:00,21:48:00,17.0,3600.0,3300.0
750373,0,,,0.0,,
750373,1,06:47:00,21:47:00,17.0,3600.0,3300.0
750374,0,,,0.0,,
750374,1,07:12:00,24:10:00,18.0,3600.0,3600.0
750375,0,,,0.0,,
750375,1,07:09:00,24:08:00,18.0,3600.0,3600.0
750376,0,,,0.0,,
750376,1,07:08:00,24:06:00,18.0,3600.0,3600.0
750377,0,06:11:00,21:11:00,16.0,3600.0,3600.0
750377,1,,,0.0,,
750378,0,,,0.0,,
750378,1,06:56:00,22:56:00,17.0,3600.0,3600.0
750379,0,,,0.0,,
750379,1,06:54:00,22:54:00,17.0,3600.0,3600.0
750380,0,,,0.0,,
750380,1,06:54:00,22:54:00,17.0,3600.0,3600.0
750381,0,,,0.0,,
750381,1,06:53:00,22:53:00,17.0,3600.0,3600.0
750382,0,,,0.0,,
750382,1,06:53:00,22:53:00,17.0,3600.0,3600.0
750383,0,,,0.0,,
750383,1,06:51:00,22:51:00,17.0,3600.0,3600.0
750384,0,,,0.0,,
750384,1,06:49:00,22:49:00,17.0,3600.0,3600.0
750385,0,,,0.0,,
750385,1,06:48:00,22:48:00,17.0,3600.0,3600.0
750386,0,,,0.0,,
750386,1,06:47:00,22:47:00,17.0,3600.0,3600.0
750388,0,,,0.0,,
750388,1,07:09:00,24:07:00,18.0,3600.0,3600.0
750392,0,,,0.0,,
750392,1,08:09:00,22:24:00,21.0,3600.0,2363.0
750394,0,,,0.0,,
750394,1,08:12:00,22:27:00,21.0,3600.0,2363.0
750395,0,,,0.0,,
750395,1,08:13:00,22:28:00,21.0,3600.0,2363.0
750396,0,,,0.0,,
750396,1,08:15:00,22:30:00,21.0,3600.0,2363.0
750397,0,,,0.0,,
750397,1,08:16:00,22:31:00,21.0,3600.0,2363.0
750398,0,,,0.0,,
750398,1,08:19:00,22:34:00,21.0,3600.0,2363.0
750399,0,06:33:00,19:48:00,21.0,3600.0,2329.0
750399,1,,,0.0,,
750401,0,,,0.0,,
750401,1,08:23:00,22:38:00,21.0,3600.0,2363.0
750402,0,05:43:00,22:43:00,25.0,3600.0,2435.0
750402,1,,,0.0,,
750403,0,,,0.0,,
750403,1,08:08:00,28:50:00,24.0,3600.0,2363.0
750404,0,,,0.0,,
750404,1,07:07:00,24:00:00,36.0,3360.0,1426.0
750405,0,05:55:00,22:55:00,25.0,3600.0,2435.0
750405,1,,,0.0,,
750406,0,,,0.0,,
750406,1,07:53:00,23:51:00,23.0,3600.0,2322.0
750407,0,,,0.0,,
750407,1,07:52:00,23:50:00,23.0,3600.0,2322.0
750408,0,06:01:00,19:01:00,21.0,3600.0,2329.0
750408,1,,,0.0,,
750409,0,06:03:00,19:03:00,21.0,3600.0,2329.0
750409,1,,,0.0,,
750410,0,06:54:00,18:54:00,25.0,1800.0,1800.0
750410,1,06:48:00,23:38:00,80.0,1500.0,596.0
750412,0,06:30:00,22:25:00,18.0,3600.0,3300.0
750412,1,07:25:00,22:22:00,17.0,3600.0,3300.0
750413,0,,,0.0,,
750413,1,07:23:00,22:20:00,17.0,3600.0,3300.0
750414,0,,,0.0,,
750414,1,07:21:00,22:18:00,17.0,3600.0,3300.0
750415,0,,,0.0,,
750415,1,07:20:00,22:18:00,17.0,3600.0,3300.0
750416,0,,,0.0,,
750416,1,07:20:00,22:17:00,17.0,3600.0,3300.0
750417,0,06:41:00,22:35:00,18.0,3600.0,3300.0
750417,1,,,0.0,,
750418,0,,,0.0,,
750418,1,07:16:00,22:12:00,17.0,3600.0,3300.0
750419,0,,,0.0,,
750419,1,07:20:00,22:47:00,28.0,1800.0,1792.0
750420,0,,,0.0,,
750420,1,07:18:00,22:46:00,28.0,1800.0,1795.0
750421,0,,,0.0,,
750421,1,07:15:00,22:43:00,28.0,1800.0,1795.0
750422,0,,,0.0,,
750422,1,07:14:00,22:42:00,28.0,1800.0,1795.0
750423,0,07:05:00,22:28:00,28.0,1800.0,1800.0
750423,1,,,0.0,,
750424,0,,,0.0,,
750424,1,07:27:00,22:57:00,28.0,1800.0,1800.0
750425,0,,,0.0,,
750425,1,07:25:00,22:55:00,28.0,1800.0,1800.0
750426,0,06:43:00,22:12:00,29.0,1800.0,1800.0
750426,1,,,0.0,,
750427,0,,,0.0,,
750427,1,07:24:00,22:54:00,28.0,1800.0,1800.0
750428,0,,,0.0,,
750428,1,07:22:00,22:52:00,28.0,1800.0,1800.0
750429,0,,,0.0,,
750429,1,07:21:00,22:51:00,28.0,1800.0,1800.0
750430,0,,,0.0,,
750430,1,07:20:00,22:50:00,28.0,1800.0,1800.0
750431,0,,,0.0,,
750431,1,07:19:00,22:49:00,28.0,1800.0,1800.0
750432,0,06:10:00,07:30:00,3.0,,
750432,1,16:42:00,18:42:00,3.0,3600.0,3600.0
750435,0,,,0.0,,
750435,1,08:18:00,22:33:00,21.0,3600.0,2363.0
750436,0,06:33:00,19:48:00,21.0,3600.0,2329.0
750436,1,,,0.0,,
750437,0,06:50:00,21:50:00,16.0,3600.0,3600.0
750437,1,,,0.0,,
750448,0,06:28:00,19:43:00,21.0,3600.0,2435.0
750448,1,,,0.0,,
